transaction_id,sender_account,receiver_account,amount,currency,timestamp,channel,branch_code,reference_number,is_fraud,typology
TXN-2DD86FE890B6,ACC-6049,ACC-4599,9178.45,INR,2026-05-20T18:02:57.384286,CARD,BR-794,REF-625251,False,
TXN-00B541C599E8,ACC-9005,ACC-6305,18795.25,INR,2026-05-23T17:27:26.384286,NEFT,BR-603,REF-728648,False,
TXN-D6B47E1D60E3,ACC-5198,ACC-4962,161806.27,INR,2026-05-13T10:27:49.384286,IMPS,BR-538,REF-321565,True,structuring
TXN-432C3D519680,ACC-1413,ACC-7822,237534.27,INR,2026-05-11T08:23:57.384286,NEFT,BR-321,REF-838315,True,fan_out_fan_in
TXN-E0EB494A5C61,ACC-2724,ACC-5351,53986.63,INR,2026-05-25T01:12:17.384286,NEFT,BR-356,REF-369176,False,
TXN-3C9511FBA85A,ACC-3410,ACC-6742,11727.14,INR,2026-05-10T18:07:41.384286,UPI,BR-435,REF-146299,False,
TXN-A9390DD3113F,ACC-3881,ACC-2228,905450.26,INR,2026-05-27T14:44:15.384286,CARD,BR-172,REF-243213,False,
TXN-472BDA64FA64,ACC-3240,ACC-4104,1418499.4,INR,2026-05-16T11:59:43.384286,UPI,BR-321,REF-686234,False,
TXN-7CF28B1E4C81,ACC-7433,ACC-6827,167521.51,INR,2026-05-13T23:22:28.384286,RTGS,BR-952,REF-128625,True,structuring
TXN-DE1AAA5D1E6B,ACC-8357,ACC-1896,110547.45,INR,2026-05-01T16:02:10.384286,NEFT,BR-185,REF-100031,True,fan_out_fan_in
TXN-D551008125CA,ACC-6115,ACC-7173,9975.74,INR,2026-05-04T13:51:04.384286,NEFT,BR-209,REF-247439,False,
TXN-AE2AB45EFEB2,ACC-7746,ACC-4679,13448.01,INR,2026-04-30T22:01:29.384286,NEFT,BR-988,REF-758732,False,
TXN-04934A93185E,ACC-1739,ACC-2137,37543.28,INR,2026-05-28T04:07:07.384286,NEFT,BR-623,REF-267105,False,
TXN-C4610690AE14,ACC-1819,ACC-4068,513505.11,INR,2026-05-06T16:12:21.384286,RTGS,BR-754,REF-825551,True,fan_out_fan_in
TXN-33CFEB2E4EFF,ACC-7104,ACC-3980,152382.9,INR,2026-05-04T13:24:23.384286,NEFT,BR-743,REF-902812,True,structuring
TXN-252A0D35E1C5,ACC-5978,ACC-5579,10691.45,INR,2026-05-18T07:21:30.384286,NEFT,BR-669,REF-765040,False,
TXN-E75237E6C909,ACC-8407,ACC-2849,723590.4,INR,2026-05-23T11:37:38.384286,UPI,BR-435,REF-960424,True,fan_out_fan_in
TXN-773D1CB6EBD3,ACC-3130,ACC-7071,42705.44,INR,2026-05-27T16:46:43.384286,NEFT,BR-478,REF-335599,False,
TXN-CE7E01C2FF74,ACC-5737,ACC-4193,437415.96,INR,2026-05-26T20:42:14.384286,NEFT,BR-902,REF-204434,True,fan_out_fan_in
TXN-4F38DC61A893,ACC-2068,ACC-1537,280986.63,INR,2026-05-12T21:58:41.384286,NEFT,BR-914,REF-968618,True,fan_out_fan_in
TXN-92C98D67664C,ACC-4915,ACC-9044,536800.89,INR,2026-05-05T16:01:44.384286,NEFT,BR-600,REF-539732,True,fan_out_fan_in
TXN-F343015CDF93,ACC-7174,ACC-6729,168151.34,INR,2026-05-27T06:27:28.384286,NEFT,BR-704,REF-921353,True,structuring
TXN-17F13B68B6B5,ACC-6409,ACC-6251,811086.27,INR,2026-05-18T23:26:14.759975,NEFT,BR-630,REF-559342,True,mule_chain
TXN-353251DF2CCE,ACC-6282,ACC-8023,146624.48,INR,2026-05-10T19:41:20.384286,UPI,BR-773,REF-341743,True,fan_out_fan_in
TXN-F8DFE668F20E,ACC-4924,ACC-3964,17359.16,INR,2026-05-04T10:49:14.384286,UPI,BR-924,REF-247009,False,
TXN-4E8A244F6E24,ACC-7401,ACC-3185,518474.3,INR,2026-05-19T11:49:01.278092,NEFT,BR-458,REF-216329,True,mule_chain
TXN-4C66EB51357B,ACC-4166,ACC-5617,4814.89,INR,2026-05-15T00:29:05.384286,NEFT,BR-241,REF-731736,False,
TXN-A9FB5DFD0A35,ACC-4158,ACC-9113,18054.57,INR,2026-05-20T23:38:56.384286,UPI,BR-402,REF-467577,False,
TXN-78A2A79D95E1,ACC-9694,ACC-5182,2252.92,INR,2026-05-04T00:11:33.384286,NEFT,BR-970,REF-428903,False,
TXN-0F32BD5F0EEE,ACC-7140,ACC-4277,10629.29,INR,2026-05-13T23:52:11.384286,RTGS,BR-801,REF-517937,False,
TXN-3844B7C18056,ACC-5680,ACC-9477,1757.49,INR,2026-05-08T18:32:50.384286,UPI,BR-143,REF-432032,False,
TXN-996185881C11,ACC-4807,ACC-5651,285482.67,INR,2026-05-10T05:05:02.384286,NEFT,BR-602,REF-658843,True,fan_out_fan_in
TXN-4119972A9F97,ACC-8825,ACC-4855,255788.85,INR,2026-05-15T09:56:35.384286,IMPS,BR-498,REF-857533,False,
TXN-C76D74E64ACA,ACC-4779,ACC-7253,1502082.92,INR,2026-05-10T11:35:40.414670,UPI,BR-826,REF-252881,True,mule_chain
TXN-E61F6975474F,ACC-2648,ACC-9342,185924.19,INR,2026-05-29T19:48:55.384286,UPI,BR-595,REF-149753,False,
TXN-CFA938DC9A3B,ACC-8087,ACC-8202,122492.51,INR,2026-05-16T09:50:22.384286,NEFT,BR-511,REF-915485,False,
TXN-D462A33FFAA1,ACC-2802,ACC-3367,181591.21,INR,2026-05-12T22:58:21.384286,UPI,BR-671,REF-949098,True,structuring
TXN-23107649C260,ACC-4411,ACC-1521,67443.32,INR,2026-05-12T03:15:52.384286,NEFT,BR-893,REF-282419,False,
TXN-F30A8E35F33F,ACC-2681,ACC-1904,620870.53,INR,2026-05-23T08:53:42.384286,UPI,BR-907,REF-407608,False,
TXN-A8A52AE26043,ACC-6336,ACC-9986,150911.23,INR,2026-05-24T05:36:26.384286,UPI,BR-577,REF-624694,True,structuring
TXN-6BF2434E0BF6,ACC-4961,ACC-6753,69952.52,INR,2026-05-20T00:11:33.384286,UPI,BR-357,REF-397588,False,
TXN-D4540DE7ECCD,ACC-7377,ACC-8282,37211.52,INR,2026-05-09T14:36:25.384286,RTGS,BR-747,REF-725323,False,
TXN-2024E255B12E,ACC-2691,ACC-8172,169415.83,INR,2026-05-07T07:10:15.384286,RTGS,BR-468,REF-464112,False,
TXN-D02B60A13E36,ACC-7649,ACC-6337,1487885.13,INR,2026-05-24T20:58:12.801978,NEFT,BR-253,REF-553336,True,mule_chain
TXN-6AFD308CC6CA,ACC-3119,ACC-4991,75844.59,INR,2026-05-22T00:11:17.384286,UPI,BR-980,REF-725750,False,
TXN-F0CAF8F9B5A0,ACC-2056,ACC-2450,18888.53,INR,2026-05-25T07:12:00.384286,IMPS,BR-409,REF-941665,False,
TXN-1B6F4AEDAC34,ACC-8996,ACC-9516,157729.15,INR,2026-05-20T10:10:14.384286,UPI,BR-666,REF-266317,True,structuring
TXN-3D2A60F434B6,ACC-8972,ACC-3008,3268.03,INR,2026-05-14T15:02:40.384286,IMPS,BR-504,REF-303905,False,
TXN-06A261C1DFAE,ACC-9667,ACC-9900,164419.33,INR,2026-05-11T10:15:42.566104,NEFT,BR-324,REF-426024,True,structuring
TXN-58EFFE335911,ACC-5542,ACC-2879,63386.61,INR,2026-05-18T18:17:31.384286,CARD,BR-769,REF-629765,False,
TXN-1E611457BA79,ACC-7313,ACC-8318,146193.28,INR,2026-05-05T02:12:51.384286,NEFT,BR-127,REF-643290,False,
TXN-4D0B58918857,ACC-1449,ACC-8050,150573.95,INR,2026-05-08T13:00:23.384286,NEFT,BR-441,REF-367712,True,fan_out_fan_in
TXN-0B1262F0069E,ACC-8325,ACC-4142,180637.19,INR,2026-05-10T11:00:36.241429,UPI,BR-199,REF-136102,True,structuring
TXN-5D181C0AF089,ACC-4907,ACC-5175,252126.4,INR,2026-05-22T00:14:37.384286,NEFT,BR-195,REF-430576,True,fan_out_fan_in
TXN-FD3949CFAF65,ACC-6908,ACC-8889,246067.62,INR,2026-05-25T08:55:28.384286,UPI,BR-765,REF-371562,False,
TXN-4A35B584D920,ACC-5309,ACC-9487,78648.06,INR,2026-05-16T11:41:10.384286,NEFT,BR-792,REF-295549,False,
TXN-1F299B2927D4,ACC-2525,ACC-1370,329982.23,INR,2026-05-07T02:03:01.384286,NEFT,BR-941,REF-293100,True,fan_out_fan_in
TXN-78B0CA58B8A4,ACC-6480,ACC-2750,171059.48,INR,2026-05-05T15:16:42.384286,NEFT,BR-361,REF-565069,True,fan_out_fan_in
TXN-10F3E6344183,ACC-9200,ACC-2947,1836141.47,INR,2026-05-25T01:02:10.384286,NEFT,BR-168,REF-878235,True,dormant_activation
TXN-979C5180F2A2,ACC-6311,ACC-2384,229068.64,INR,2026-05-03T21:04:18.384286,UPI,BR-376,REF-679863,True,fan_out_fan_in
TXN-E8286B644C7D,ACC-4854,ACC-4274,4071.32,INR,2026-05-05T12:31:30.384286,NEFT,BR-520,REF-938419,False,
TXN-9543765CBD71,ACC-7732,ACC-2533,616922.54,INR,2026-05-13T10:32:54.384286,CARD,BR-840,REF-219598,False,
TXN-68B02AC82B38,ACC-1198,ACC-3428,497232.2,INR,2026-05-18T12:24:01.384286,NEFT,BR-230,REF-137308,True,fan_out_fan_in
TXN-DDD5A0285613,ACC-1304,ACC-5615,118114.36,INR,2026-05-19T12:38:37.384286,UPI,BR-381,REF-375859,False,
TXN-E7FF01481996,ACC-8325,ACC-9032,151993.92,INR,2026-05-09T19:34:53.384286,UPI,BR-768,REF-872239,True,structuring
TXN-A122B790418E,ACC-6658,ACC-4716,4347.2,INR,2026-05-22T23:26:12.384286,UPI,BR-566,REF-309909,False,
TXN-0113FD73249B,ACC-6984,ACC-7337,758934.34,INR,2026-05-01T22:31:34.384286,UPI,BR-767,REF-669448,True,fan_out_fan_in
TXN-C4BAF6EB26AC,ACC-7344,ACC-3553,129921.56,INR,2026-05-19T18:53:21.384286,CARD,BR-831,REF-665792,False,
TXN-A6B39ECB6D16,ACC-4249,ACC-2461,173899.31,INR,2026-05-02T17:07:47.384286,RTGS,BR-278,REF-390454,True,fan_out_fan_in
TXN-88CE32B98DCF,ACC-4031,ACC-5496,4440.11,INR,2026-05-28T05:20:14.384286,UPI,BR-947,REF-308256,False,
TXN-53AB720833D3,ACC-9308,ACC-4375,115983.67,INR,2026-05-04T11:52:11.384286,NEFT,BR-664,REF-843749,False,
TXN-8B69915FE964,ACC-2593,ACC-7211,151453.21,INR,2026-05-15T14:03:23.384286,NEFT,BR-801,REF-281773,True,fan_out_fan_in
TXN-DE99BEEDB46A,ACC-4284,ACC-8893,156527.78,INR,2026-05-07T12:43:55.384286,RTGS,BR-730,REF-639484,True,structuring
TXN-53A3882B2803,ACC-1744,ACC-8015,10404.26,INR,2026-05-18T09:12:33.384286,CARD,BR-273,REF-952839,False,
TXN-4D39DFE6CEB8,ACC-7207,ACC-9307,81708.28,INR,2026-05-17T09:22:36.384286,NEFT,BR-917,REF-649239,False,
TXN-27230A65502F,ACC-5938,ACC-2346,138738.44,INR,2026-05-05T05:22:05.384286,UPI,BR-200,REF-442221,False,
TXN-DA9B4DD0B4B3,ACC-7853,ACC-5752,442315.97,INR,2026-05-20T06:44:18.384286,NEFT,BR-276,REF-648074,True,fan_out_fan_in
TXN-3129DF5B0941,ACC-8818,ACC-3680,302373.93,INR,2026-05-15T01:53:48.384286,IMPS,BR-996,REF-328695,True,fan_out_fan_in
TXN-38DC23E2F54F,ACC-6935,ACC-3743,169990.76,INR,2026-05-12T05:22:11.384286,IMPS,BR-931,REF-426811,True,fan_out_fan_in
TXN-C9473078E7B0,ACC-8086,ACC-4527,358728.87,INR,2026-05-03T03:13:52.384286,NEFT,BR-908,REF-879679,False,
TXN-AEC9DFB4CD61,ACC-6820,ACC-2829,233404.06,INR,2026-05-11T22:13:47.384286,NEFT,BR-356,REF-445430,True,fan_out_fan_in
TXN-D93E70733FEC,ACC-3492,ACC-8577,129700.51,INR,2026-05-28T01:04:14.384286,UPI,BR-909,REF-802323,False,
TXN-E2E51402FB1C,ACC-3012,ACC-4938,117064.76,INR,2026-05-15T18:20:23.384286,NEFT,BR-152,REF-721629,True,fan_out_fan_in
TXN-7DDB9300853B,ACC-4579,ACC-4214,218559.57,INR,2026-05-15T18:12:29.384286,CARD,BR-560,REF-129469,True,fan_out_fan_in
TXN-23055BC2175D,ACC-4807,ACC-4052,89904.82,INR,2026-05-05T02:16:22.384286,NEFT,BR-180,REF-363377,False,
TXN-064CA0C856C3,ACC-9796,ACC-5033,1848275.7,INR,2026-05-25T08:11:58.384286,NEFT,BR-737,REF-506421,True,round_trip_layering
TXN-624BBD855709,ACC-1214,ACC-8100,26854.1,INR,2026-05-20T02:21:15.384286,RTGS,BR-654,REF-672045,False,
TXN-12EAAEAFEA1B,ACC-3342,ACC-9932,164617.82,INR,2026-05-27T15:32:50.384286,NEFT,BR-593,REF-206086,True,structuring
TXN-20FDD4346EA1,ACC-6687,ACC-1930,176850.26,INR,2026-05-21T13:52:46.384286,NEFT,BR-337,REF-820540,True,structuring
TXN-349931661BDD,ACC-1097,ACC-7387,112918.95,INR,2026-05-02T05:35:43.384286,UPI,BR-921,REF-506227,True,fan_out_fan_in
TXN-4A08F809D12F,ACC-9501,ACC-4640,45717.65,INR,2026-05-04T22:20:13.384286,IMPS,BR-382,REF-379536,False,
TXN-970A48DC9DF1,ACC-8703,ACC-1016,223120.78,INR,2026-05-10T12:18:48.384286,UPI,BR-995,REF-346444,False,
TXN-59B7451A7D2C,ACC-7707,ACC-9375,115370.92,INR,2026-05-07T17:10:13.384286,NEFT,BR-307,REF-625087,False,
TXN-71A0C6EDE9CD,ACC-6773,ACC-5814,261236.93,INR,2026-05-20T15:37:04.384286,UPI,BR-863,REF-521835,False,
TXN-18BAD95E73BE,ACC-9071,ACC-4737,35460.05,INR,2026-05-13T08:27:31.384286,IMPS,BR-831,REF-740409,False,
TXN-3A01C43C60A6,ACC-7990,ACC-5650,36622.51,INR,2026-05-04T13:23:42.384286,IMPS,BR-549,REF-731073,False,
TXN-7556BF0C9C19,ACC-7433,ACC-9584,171202.17,INR,2026-05-16T11:22:28.384286,NEFT,BR-211,REF-186259,True,structuring
TXN-E1C9175E3D31,ACC-6239,ACC-9447,19822.38,INR,2026-05-12T16:09:15.384286,RTGS,BR-741,REF-845593,False,
TXN-FA125083440B,ACC-6703,ACC-8789,2405.16,INR,2026-05-18T13:26:43.384286,UPI,BR-513,REF-819855,False,
TXN-A8F3AA7534DD,ACC-9429,ACC-2507,1311455.33,INR,2026-05-01T17:34:43.384286,UPI,BR-402,REF-856134,False,
TXN-A1249D2CB23B,ACC-5844,ACC-3930,83915.55,INR,2026-05-21T04:19:50.384286,RTGS,BR-825,REF-119544,False,
TXN-C9E57148DDAB,ACC-3861,ACC-3913,29853.17,INR,2026-05-23T03:20:26.384286,NEFT,BR-265,REF-256648,False,
TXN-22FABC8E3FA1,ACC-4177,ACC-2637,56454.2,INR,2026-05-04T07:53:04.384286,UPI,BR-538,REF-768393,False,
TXN-A466B21FC295,ACC-6525,ACC-3457,608853.15,INR,2026-05-02T10:49:04.384286,NEFT,BR-524,REF-415494,False,
